fiidscoreds,fcnumsolicitud,fiidplataforma_serc,fipaiscu,ficanalcu,fisucursalcu,fifoliocu,fiidflujo,fiidsegmento,fiidsegmentobaz,fiidsegmento21,fnpuntaje,fcnombreproducto,fccolor,finivelriesgo,fdregistro,fisucursal,fdfecsol,fcdescgrupo,fitipocred,fitiposol,fctipoproceso,vintage,producto_orig,flg_neta,flg_prioridad,flg_inmediato,fcempnum,fiidplataforma,fiidtiposolicitud,idpersona,ficonsecutivosol,fcdescripcion,descripcion_rechazo,descripcionsubstatus,producto,estatus_final,flg_ou,cte_unico,last_sol,pais_cu,canal_cu,sucursal_cu,folio_cu,formato_cyc,digital,fiunidadnegocio,grupo,subgrupo,m_produc,color_nr_v2,b_riesgo_nr,solicitud_alert,semana_alert,finopedido,fdfechasurt,fdcsaldocapital,b_malo14_26,b_malo14_52,b_malo2_4,b_malo4_6,b_malo8_13,b_malo8_16,first_payment_default2,second_payment_default2,semana_str,semana_num,max_fiidscoreds,plataforma,vintage_eval,flg_surtida,vintage_bis,dif,dif2,flg_baz_boost
49121961,20260108806979761960050741025231385981,1,1,1,3010,66748,15,3,,3,661,Italika,VERDE,1,08JAN2026:00:00:00,976,08JAN2026,,,,,2026.02,ITALIKA,1.0,1.0,1.0,,1.0,238.0,202601088069797619600507410252313859,1.0,Autorizada,,Autorizada sin liberar,Italika,Autorizada,1,1-1-3010-66748,1.0,1,1,3010,66748,TERCEROS,0,34,Consumo,Movilidad,ITALIKA,Verde,R3,20210617140131140131591289,2026.02,5680,08JAN2026:00:00:00,22104.0,0,0,0,0,0,0,,,202602.0,202602,,Fisico,2026.02,1,2026.02,0,0,0
49113753,20260106696967741974122321715189306081,1,1,1,116,40958,15,3,,3,693,Telefonia y Computo,VERDE,1,07JAN2026:00:00:00,2001,07JAN2026,,,,,2026.02,TELEFONIA,1.0,1.0,1.0,,1.0,238.0,202601066969677419741223217151893060,1.0,Autorizada,,Autorizada sin liberar,Telefonia,Autorizada,1,1-1-116-40958,1.0,1,1,116,40958,PROPIOS,0,184,Consumo,Conectividad,TELEFONIA,NA,,,2026.02,974830,07JAN2026:00:00:00,12072.0,0,0,0,0,0,0,,,202602.0,202602,,Fisico,2026.02,1,2026.02,0,0,0
49135698,2024072667858266199401206224759339781,1,1,1,9939,13310,15,5,,3,695,Italika,VERDE,1,09JAN2026:00:00:00,1465,09JAN2026,,,,,2026.02,ITALIKA,1.0,1.0,1.0,,1.0,238.0,20240726678582661994012062247593397,1.0,Autorizada,,Autorizada sin liberar,Italika,Autorizada,1,1-1-9939-13310,1.0,1,1,9939,13310,PROPIOS,0,34,Consumo,Movilidad,ITALIKA,NA,,,2026.02,1641340,09JAN2026:00:00:00,17999.0,0,0,0,0,0,0,,,202602.0,202602,,Fisico,2026.02,1,2026.02,0,0,0
49023346,20251231846583741991112321552315876181,1,1,1,9305,4117039,15,1,,1,582,Italika,VERDE,2,31DEC2025:00:00:00,9108,31DEC2025,,,,,2026.01,ITALIKA,1.0,1.0,1.0,,1.0,238.0,202512318465837419911123215523158761,1.0,Autorizada,,Autorizada sin liberar,Italika,Autorizada,1,1-1-9305-4117039,1.0,1,1,9305,4117039,PROPIOS,1,34,Consumo,Movilidad,ITALIKA,NA,,,2026.01,810005123,31DEC2025:00:00:00,22999.0,0,0,0,0,0,0,0.0,,202601.0,202601,,Fisico,2026.01,1,2026.01,0,0,0
48912116,20251223676579741992072541445863918381,1,1,1,9305,4099909,15,1,,1,515,Italika,AMARILLO,2,23DEC2025:00:00:00,5002,23DEC2025,,,,,2025.52,ITALIKA,1.0,1.0,0.0,1198460.0,1.0,8.0,202512236765797419920725414458639183,1.0,Autorizada,,Liberada sin TAZ,Italika,Autorizada,1,1-1-9305-4099909,1.0,1,1,9305,4099909,PROPIOS,0,34,Consumo,Movilidad,ITALIKA,NA,,,2026.01,663980,03JAN2026:00:00:00,18487.0,0,0,0,0,0,0,0.0,,202601.0,202601,,Fisico,2025.52,1,2026.01,11,11,0
48993325,20251229776967741998070181559105442781,1,1,1,9305,4112490,15,3,,3,578,Prestamos Personales,VERDE,2,29DEC2025:00:00:00,2111,29DEC2025,,,,,2026.01,PRESTAMOS,1.0,1.0,1.0,,1.0,238.0,202512297769677419980701815591054427,1.0,Autorizada,,Autorizada sin liberar,Prestamos,Autorizada,1,1-1-9305-4112490,1.0,1,1,9305,4112490,PROPIOS,1,83,Efectivo,Efectivo,CRED EFEC,NA,,,2026.01,700019316,29DEC2025:00:00:00,4000.0,0,0,0,0,0,0,0.0,,202601.0,202601,,Fisico,2026.01,1,2026.01,0,0,0
49125723,20260108777967651995081401439161948481,1,1,1,9305,4134545,15,2,,2,591,Telefonia y Computo,VERDE,2,08JAN2026:00:00:00,7299,08JAN2026,,,,,2026.02,TELEFONIA,1.0,1.0,1.0,,1.0,238.0,202601087779676519950814014391619484,1.0,Autorizada,,Autorizada sin liberar,Telefonia,Autorizada,1,1-1-9305-4134545,1.0,1,1,9305,4134545,PROPIOS,0,184,Consumo,Conectividad,TELEFONIA,NA,,,2026.02,149159,08JAN2026:00:00:00,4741.0,0,0,0,0,0,0,,,202602.0,202602,,Fisico,2026.02,1,2026.02,0,0,0
49014972,202512288069688219830601019991269081,1,1,1,5636,51985,15,3,,3,651,Prestamos Personales,VERDE,1,30DEC2025:00:00:00,4968,30DEC2025,,,,,2026.01,PRESTAMOS,1.0,1.0,1.0,,1.0,238.0,2025122880696882198306010199912690,1.0,Autorizada,,Autorizada sin liberar,Prestamos,Autorizada,1,1-1-5636-51985,1.0,1,1,5636,51985,PROPIOS,1,83,Efectivo,Efectivo,CRED EFEC,NA,,,2026.01,700002217,30DEC2025:00:00:00,5000.0,0,0,0,0,0,0,0.0,,202601.0,202601,,Fisico,2026.01,1,2026.01,0,0,0
48871430,20251220656582771992011561652102678381,1,1,39,5190,1405,15,3,,3,542,Telefonia y Computo,AMARILLO,1,20DEC2025:00:00:00,2966,20DEC2025,,,,,2025.51,TELEFONIA,1.0,1.0,0.0,1123665.0,1.0,8.0,202512206565827719920115616521026783,1.0,Autorizada,,Liberada sin TAZ,Telefonia,Autorizada,1,1-39-5190-1405,1.0,1,39,5190,1405,PROPIOS,0,184,Consumo,Conectividad,TELEFONIA,NA,,,2026.01,418547,31DEC2025:00:00:00,7654.0,0,0,0,0,0,0,0.0,,202601.0,202601,,Fisico,2025.51,1,2026.01,11,11,0
49153440,202601107979826820030515017406551982761,1,1,1,4451,20518,15,3,,3,607,Prestamos Personales,VERDE,2,10JAN2026:00:00:00,4451,10JAN2026,,,,,,,,,,,,,,,,,,,,1,,,1,1,4451,20518,PROPIOS,0,34,Consumo,Movilidad,ITALIKA,Amarillo,R3,20210529181555181555610338,2026.02,183714,11JAN2026:00:00:00,24196.0,0,0,0,0,0,0,,,,202602,49153440.0,Fisico,2026.02,1,2026.02,1,1,0
49115442,20260107807968851992070981543463143481,1,1,9,3310,3197,15,2,,2,544,Italika,AMARILLO,1,07JAN2026:00:00:00,426,07JAN2026,,,,,2026.02,ITALIKA,1.0,1.0,0.0,1111059.0,1.0,8.0,202601078079688519920709815434631434,1.0,Autorizada,,Liberada sin TAZ,Italika,Autorizada,1,1-9-3310-3197,1.0,1,9,3310,3197,TERCEROS,0,34,Consumo,Movilidad,ITALIKA,NA,,,2026.02,11478,11JAN2026:00:00:00,29849.0,0,0,0,0,0,0,,,202602.0,202602,,Fisico,2026.02,1,2026.02,4,4,0
48800180,20251215837968741994081341558975769581,39,1,1,7333,72802,15,3,,3,563,Prestamos Personales,VERDE,3,15DEC2025:00:00:00,9427,15DEC2025,,,,,2025.51,PRESTAMOS,1.0,1.0,0.0,1205303.0,39.0,8.0,202512158379687419940813415589757695,1.0,Autorizada,,Liberada sin TAZ,Prestamos,Autorizada,1,1-1-7333-72802,1.0,1,1,7333,72802,PROPIOS,1,575,Efectivo,Efectivo,CRED EFEC,Rojo,R3,20180403184429184429563126,2026.01,700021842,02JAN2026:00:00:00,30000.0,0,0,0,0,0,0,,,202601.0,202601,,Digital,2025.51,1,2026.01,18,18,0
49125880,20260108797982741982012981432191508581,1,1,3,9069,5829,14,5,,3,562,Italika,VERDE,3,08JAN2026:00:00:00,1588,08JAN2026,,,,,2026.02,ITALIKA,1.0,1.0,1.0,,1.0,238.0,202601087979827419820129814321915085,1.0,Autorizada,,Autorizada sin liberar,Italika,Autorizada,1,1-3-9069-5829,1.0,1,3,9069,5829,PROPIOS,0,34,Consumo,Movilidad,ITALIKA,NA,,,2026.02,1724094,08JAN2026:00:00:00,23464.0,0,0,0,0,0,0,,,202602.0,202602,,Fisico,2026.02,1,2026.02,0,0,1
48941419,20251226656576772006052221149258889681,1,1,1,7604,44918051,15,11,,1,558,Prestamos Personales,VERDE,3,26DEC2025:00:00:00,4196,26DEC2025,,,,,2025.52,PRESTAMOS,1.0,1.0,0.0,1206140.0,1.0,8.0,202512266565767720060522211492588896,1.0,Autorizada,,Liberada sin TAZ,Prestamos,Autorizada,1,1-1-7604-44918051,1.0,1,1,7604,44918051,PROPIOS,0,83,Efectivo,Efectivo,CRED EFEC,NA,,,2026.01,700012581,30DEC2025:00:00:00,4000.0,0,0,0,0,0,0,0.0,,202601.0,202601,,Fisico,2025.52,1,2026.01,4,4,0
49069361,20260104716573701975081241144422650981,1,1,1,2004,80528,15,5,,2,630,Prestamos Personales,VERDE,1,04JAN2026:00:00:00,2004,04JAN2026,,,,,2026.01,PRESTAMOS,1.0,1.0,1.0,,1.0,238.0,202601047165737019750812411444226509,1.0,Autorizada,,Autorizada sin liberar,Prestamos,Autorizada,1,1-1-2004-80528,1.0,1,1,2004,80528,PROPIOS,1,4,Efectivo,Efectivo,CRED EFEC,NA,,,2026.01,700022607,04JAN2026:00:00:00,9100.0,0,0,0,0,0,0,0.0,,202601.0,202601,,Fisico,2026.01,1,2026.01,0,0,0
48898253,20241208776566771976072862342771517081,1,1,1,7604,1487276,15,5,,3,615,Prestamos Personales,VERDE,2,22DEC2025:00:00:00,2367,22DEC2025,,,,,2025.52,PRESTAMOS,1.0,1.0,1.0,,1.0,238.0,202412087765667719760728623427715170,1.0,Autorizada,,Autorizada sin liberar,Prestamos,Autorizada,1,1-1-7604-1487276,1.0,1,1,7604,1487276,PROPIOS,0,0,Consumo,Hogar,MERCANCIA,NA,,,2026.01,896552,29DEC2025:00:00:00,2709.0,0,0,0,0,0,0,0.0,,202601.0,202601,,Fisico,2025.52,1,2026.01,7,7,0
49098567,2026010683736766196202046107904296581,1,1,1,4310,57991,14,3,,3,635,Prestamos Personales,VERDE,1,06JAN2026:00:00:00,4213,06JAN2026,,,,,2026.02,PRESTAMOS,1.0,1.0,1.0,,1.0,238.0,20260106837367661962020461079042965,1.0,Autorizada,,Autorizada sin liberar,Prestamos,Autorizada,1,1-1-4310-57991,1.0,1,1,4310,57991,PROPIOS,1,4,Efectivo,Efectivo,CRED EFEC,NA,,,2026.02,700020780,06JAN2026:00:00:00,9600.0,0,0,0,0,0,0,,,202602.0,202602,,Fisico,2026.02,1,2026.02,0,0,1
49129299,202601087865707720030409618914885481,1,1,1,8757,2761151,15,8,,3,567,Italika,VERDE,3,08JAN2026:00:00:00,8089,08JAN2026,,,,,2026.02,ITALIKA,1.0,1.0,1.0,,1.0,238.0,2026010878657077200304096189148854,1.0,Autorizada,,Autorizada sin liberar,Italika,Autorizada,1,1-1-8757-2761151,1.0,1,1,8757,2761151,PROPIOS,0,34,Consumo,Movilidad,ITALIKA,NA,,,2026.02,2240871,08JAN2026:00:00:00,22999.0,0,0,0,0,0,0,,,202602.0,202602,,Fisico,2026.02,1,2026.02,0,0,0
49161478,20260111676967651993120501441831895581,1,1,1,4958,50726,15,3,,3,694,Italika,VERDE,1,11JAN2026:00:00:00,6102,11JAN2026,,,,,2026.02,ITALIKA,1.0,1.0,1.0,,1.0,238.0,202601116769676519931205014418318955,1.0,Autorizada,,Autorizada sin liberar,Italika,Autorizada,1,1-1-4958-50726,1.0,1,1,4958,50726,PROPIOS,0,34,Consumo,Movilidad,ITALIKA,Amarillo,R2,20171223104914104914724901,2026.02,357965,11JAN2026:00:00:00,9999.0,0,0,0,0,0,0,,,202602.0,202602,,Fisico,2026.02,1,2026.02,0,0,0
45505048,2024092266657286199702146114474847981,1,1,1,2177,92501,14,5,,3,747,Prestamos Personales,VERDE,1,17MAY2025:00:00:00,6473,01JAN2026,,,,,2026.01,PRESTAMOS,1.0,1.0,1.0,,1.0,238.0,20240922666572861997021461144748479,2.0,Autorizada,,Autorizada sin liberar,Prestamos,Autorizada,1,1-1-2177-92501,1.0,1,1,2177,92501,PROPIOS,1,578,Efectivo,Efectivo,CRED EFEC,NA,,,2026.02,700032206,05JAN2026:00:00:00,6000.0,0,0,0,0,0,0,,,202602.0,202602,,Fisico,2025.2,1,2026.02,4,233,1
49157999,20260111707967671969060921125977806481,1,1,1,6117,48792,15,3,,3,662,Prestamos Personales,VERDE,1,11JAN2026:00:00:00,6117,11JAN2026,,,,,2026.02,PRESTAMOS,1.0,1.0,1.0,,1.0,238.0,202601117079676719690609211259778064,1.0,Autorizada,,Autorizada sin liberar,Prestamos,Autorizada,1,1-1-6117-48792,1.0,1,1,6117,48792,PROPIOS,0,4,Efectivo,Efectivo,CRED EFEC,NA,,,2026.02,700011425,11JAN2026:00:00:00,9000.0,0,0,0,0,0,0,,,202602.0,202602,,Fisico,2026.02,1,2026.02,0,0,0
48988110,2025071077797666196409178952847842082,39,1,9,5820,18949,15,4,,2,972,Consumo / Otras Mercancias,VERDE,1,29DEC2025:00:00:00,2370,29DEC2025,,,,,2026.01,CONSUMO,1.0,1.0,1.0,,39.0,238.0,20250710777976661964091789528478420,1.0,Autorizada,,Autorizada sin liberar,Consumo,Autorizada,1,1-9-5820-18949,1.0,1,9,5820,18949,PROPIOS,0,0,Consumo,Hogar,MERCANCIA,NA,,,2026.01,1769149,29DEC2025:00:00:00,7499.0,0,0,0,0,0,0,0.0,,202601.0,202601,,Digital,2026.01,1,2026.01,0,0,0
48680465,20250830766971861995102101326451649482,1,1,33,9546,1434752,14,6,,1,552,Prestamos Personales,AMARILLO,1,06DEC2025:00:00:00,6082,06DEC2025,,,,,2025.49,PRESTAMOS,1.0,1.0,0.0,1182022.0,1.0,8.0,202508307669718619951021013264516494,2.0,Autorizada,,Liberada sin TAZ,Prestamos,Autorizada,1,1-33-9546-1434752,1.0,1,33,9546,1434752,PROPIOS,1,83,Efectivo,Efectivo,CRED EFEC,Verde,R2,20230201223750223751166167,2026.01,700027134,03JAN2026:00:00:00,5000.0,0,0,0,0,0,0,0.0,,202601.0,202601,,Fisico,2025.49,1,2026.01,28,28,1
49088453,20260105776577771971061861439486649681,1,1,1,4132,68300,15,5,,2,555,Consumo / Otras Mercancias,VERDE,3,05JAN2026:00:00:00,1482,05JAN2026,,,,,2026.02,CONSUMO,1.0,1.0,0.0,1196276.0,1.0,8.0,202601057765777719710618614394866496,1.0,Autorizada,,Liberada sin TAZ,Consumo,Autorizada,1,1-1-4132-68300,1.0,1,1,4132,68300,PROPIOS,0,0,Consumo,Hogar,MERCANCIA,Verde,R2,20230827184646184647349022,2026.02,668741,11JAN2026:00:00:00,12360.0,0,0,0,0,0,0,,,202602.0,202602,,Fisico,2026.02,1,2026.02,6,6,0
49161415,20250518706984651992081141451205371981,1,1,9,8971,7381,15,5,,3,653,Prestamos Personales,VERDE,1,11JAN2026:00:00:00,8971,11JAN2026,,,,,2026.02,PRESTAMOS,1.0,1.0,1.0,,1.0,238.0,202505187069846519920811414512053719,1.0,Autorizada,,Autorizada sin liberar,Prestamos,Autorizada,1,1-9-8971-7381,1.0,1,9,8971,7381,PROPIOS,1,578,Efectivo,Efectivo,CRED EFEC,Amarillo,R1,20190527114849114849684039,2026.02,700004544,11JAN2026:00:00:00,20000.0,0,0,0,0,0,0,,,202602.0,202602,,Fisico,2026.02,1,2026.02,0,0,0
48386526,2025111680658174199302206202401283681,1,1,1,974,76257,15,9,,1,507,Italika,ROJO,1,16NOV2025:00:00:00,974,16NOV2025,,,,,2025.46,ITALIKA,1.0,1.0,0.0,366467.0,1.0,8.0,20251116806581741993022062024012836,1.0,Autorizada,,Liberada sin TAZ,Italika,Autorizada,1,1-1-974-76257,1.0,1,1,974,76257,PROPIOS,0,184,Consumo,Conectividad,TELEFONIA,NA,,,2026.01,738257,01JAN2026:00:00:00,1700.0,0,0,0,0,0,0,,,202601.0,202601,,Fisico,2025.46,1,2026.01,46,46,0
48878799,20241214716586751999030241528189254981,6,1,1,9305,3122632,15,3,,3,552,Prestamos Personales,AMARILLO,1,21DEC2025:00:00:00,5688,21DEC2025,,,,,2025.51,PRESTAMOS,1.0,1.0,0.0,1193306.0,6.0,8.0,202412147165867519990302415281892549,1.0,Autorizada,,Liberada sin TAZ,Prestamos,Autorizada,1,1-1-9305-3122632,1.0,1,1,9305,3122632,PROPIOS,1,83,Efectivo,Efectivo,CRED EFEC,NA,,,2026.01,700005541,30DEC2025:00:00:00,4000.0,0,0,0,0,0,0,0.0,,202601.0,202601,,Digital,2025.51,1,2026.01,9,9,0
49114261,20260107836565741989082721426404519981,39,1,1,2195,25127,15,2,,2,573,Prestamos Personales,VERDE,2,07JAN2026:00:00:00,9453,08JAN2026,,,,,2026.02,PRESTAMOS,1.0,1.0,0.0,1192010.0,1.0,8.0,202601078365657419890827214264045199,1.0,Autorizada,,Liberada sin TAZ,Prestamos,Autorizada,1,1-1-2195-25127,1.0,1,1,2195,25127,PROPIOS,0,184,Consumo,Conectividad,TELEFONIA,Amarillo,R1,20190212151127151127607318,2026.02,432870,11JAN2026:00:00:00,16998.0,0,0,0,0,0,0,,,202602.0,202602,,Digital,2026.02,1,2026.02,3,4,0
49064908,20260103776974741979042821940771831081,1,1,1,9305,4122761,15,3,,3,642,Prestamos Personales,VERDE,1,03JAN2026:00:00:00,7040,03JAN2026,,,,,2026.01,PRESTAMOS,1.0,1.0,1.0,,1.0,238.0,202601037769747419790428219407718310,1.0,Autorizada,,Autorizada sin liberar,Prestamos,Autorizada,1,1-1-9305-4122761,1.0,1,1,9305,4122761,PROPIOS,0,34,Consumo,Movilidad,ITALIKA,NA,,,2026.01,821223,03JAN2026:00:00:00,32999.0,0,0,0,0,0,0,,,202601.0,202601,,Fisico,2026.01,1,2026.01,0,0,0
49055514,20260102777986822007030181738141293281,1,1,1,9305,4121199,15,1,,1,546,Italika,AMARILLO,1,03JAN2026:00:00:00,4695,03JAN2026,,,,,2026.01,ITALIKA,1.0,1.0,0.0,1168166.0,1.0,8.0,202601027779868220070301817381412932,1.0,Autorizada,,Liberada sin TAZ,Italika,Autorizada,1,1-1-9305-4121199,1.0,1,1,9305,4121199,PROPIOS,0,184,Consumo,Conectividad,TELEFONIA,NA,,,2026.02,1219681,08JAN2026:00:00:00,3885.0,0,0,0,0,0,0,,,202602.0,202602,,Fisico,2026.01,1,2026.02,5,5,0
48929096,20251224677967682007042841719733407981,1,1,1,7604,46446457,15,3,,3,616,Italika,VERDE,2,24DEC2025:00:00:00,9729,24DEC2025,,,,,2025.52,ITALIKA,1.0,1.0,0.0,179999.0,1.0,8.0,202512246779676820070428417197334079,1.0,Autorizada,,Liberada sin TAZ,Italika,Autorizada,1,1-1-7604-46446457,1.0,1,1,7604,46446457,PROPIOS,1,34,Consumo,Movilidad,ITALIKA,NA,,,2026.01,208357,29DEC2025:00:00:00,26799.0,0,0,0,0,0,0,0.0,,202601.0,202601,,Fisico,2025.52,1,2026.01,5,5,0
49052703,20260103806583771982093061040553669481,33,1,9,8970,17070,14,5,,3,730,Mi Negocio,VERDE,1,03JAN2026:00:00:00,9188,03JAN2026,,,,,2026.01,,1.0,1.0,1.0,,33.0,238.0,202601038065837719820930610405536694,1.0,Autorizada,,Autorizada sin liberar,Mi Negocio Azteca,Autorizada,1,1-9-8970-17070,1.0,1,9,8970,17070,TERCEROS,1,4,Efectivo,Efectivo,CRED EFEC,Verde,R3,20221215151634151635175359,2026.01,700001110,03JAN2026:00:00:00,9100.0,0,0,0,0,0,0,,,202601.0,202601,,Digital,2026.01,1,2026.01,0,0,1
49087520,2026010565657683198608068140312618681,1,1,1,9783,7334,15,3,,3,582,Prestamos Personales,VERDE,2,05JAN2026:00:00:00,8138,05JAN2026,,,,,2026.02,PRESTAMOS,1.0,1.0,0.0,1077646.0,1.0,8.0,20260105656576831986080681403126186,1.0,Autorizada,,Liberada sin TAZ,Prestamos,Autorizada,1,1-1-9783-7334,1.0,1,1,9783,7334,PROPIOS,0,0,Consumo,Hogar,MERCANCIA,NA,,,2026.02,1256314,10JAN2026:00:00:00,10969.0,0,0,0,0,0,0,,,202602.0,202602,,Fisico,2026.02,1,2026.02,5,5,0
45258483,20250501767967701989022221521104371381,9,1,3,9276,32310,14,5,,3,603,Prestamos Personales,VERDE,2,01MAY2025:00:00:00,3245,31DEC2025,,,,,2026.01,PRESTAMOS,0.0,0.0,1.0,,1.0,238.0,202505017679677019890222215211043713,1.0,Generada,,Solicitud en proceso,Prestamos,No Concluye Solicitud de Cr�dito,1,1-3-9276-32310,1.0,1,3,9276,32310,PROPIOS,0,184,Consumo,Conectividad,TELEFONIA,NA,,,2026.02,101187,08JAN2026:00:00:00,4523.0,0,0,0,0,0,0,,,202602.0,202602,,Digital,2025.18,1,2026.02,8,252,1
46468484,202507168369808319950819213547404255761,1,1,1,218,78187,8,2,2.0,3,341,Italika,VERDE,1,16JUL2025:00:00:00,218,16JUL2025,,,,,,,,,,,,,,,,,,,,1,,,1,1,218,78187,PROPIOS,0,500,Consumo,Movilidad,ITALIKA,Verde,R1,20221212131721131721552898,2026.01,654254,03JAN2026:00:00:00,3799.0,0,0,0,0,0,0,,,,202601,46468484.0,Fisico,2025.29,1,2026.01,171,171,0
48979878,2025060684798380196002080195874696881,6,1,1,4465,24798,15,5,,3,693,Italika,VERDE,1,28DEC2025:00:00:00,3783,28DEC2025,,,,,2025.52,ITALIKA,1.0,1.0,1.0,,6.0,238.0,20250606847983801960020801958746968,1.0,Autorizada,,Autorizada sin liberar,Italika,Autorizada,1,1-1-4465-24798,1.0,1,1,4465,24798,TERCEROS,0,34,Consumo,Movilidad,ITALIKA,Verde,R3,20230107102251102252229333,2026.01,1663,29DEC2025:00:00:00,29799.0,0,0,0,0,0,0,0.0,,202601.0,202601,,Digital,2025.52,1,2026.01,1,1,0
49016942,2025123171657974199005308929795943381,1,1,1,9305,1851888,15,5,,2,655,Prestamos Personales,VERDE,1,31DEC2025:00:00:00,3789,31DEC2025,,,,,2026.01,PRESTAMOS,1.0,1.0,1.0,,1.0,238.0,20251231716579741990053089297959433,1.0,Autorizada,,Autorizada sin liberar,Prestamos,Autorizada,1,1-1-9305-1851888,1.0,1,1,9305,1851888,PROPIOS,0,83,Efectivo,Efectivo,CRED EFEC,NA,,,2026.01,700014654,31DEC2025:00:00:00,2000.0,0,0,0,0,0,0,0.0,,202601.0,202601,,Fisico,2026.01,1,2026.01,0,0,0
49113022,20260107828567821978042121318385488381,1,1,1,4653,48268,15,3,,3,676,Prestamos Personales,VERDE,1,07JAN2026:00:00:00,4653,07JAN2026,,,,,2026.02,PRESTAMOS,1.0,1.0,1.0,,1.0,238.0,202601078285678219780421213183854883,1.0,Autorizada,,Autorizada sin liberar,Prestamos,Autorizada,1,1-1-4653-48268,1.0,1,1,4653,48268,PROPIOS,1,4,Efectivo,Efectivo,CRED EFEC,NA,,,2026.02,700019689,07JAN2026:00:00:00,7000.0,0,0,0,0,0,0,,,202602.0,202602,,Fisico,2026.02,1,2026.02,0,0,0
48900753,20251222748572761999051021736611986381,1,1,1,9738,12867,15,5,,2,579,Prestamos Personales,VERDE,2,22DEC2025:00:00:00,9506,22DEC2025,,,,,2025.52,PRESTAMOS,1.0,1.0,1.0,,1.0,238.0,202512227485727619990510217366119863,1.0,Autorizada,,Autorizada sin liberar,Prestamos,Autorizada,1,1-1-9738-12867,1.0,1,1,9738,12867,PROPIOS,0,34,Consumo,Movilidad,ITALIKA,NA,,,2026.02,1057083,10JAN2026:00:00:00,30669.0,0,0,0,0,0,0,,,202602.0,202602,,Fisico,2025.52,1,2026.02,19,19,0
47885704,20240629846990651984070281414882544386,6,1,39,5783,481,15,5,,3,517,Prestamos Personales,ROJO,1,16OCT2025:00:00:00,2164,16OCT2025,,,,,2025.42,PRESTAMOS,1.0,1.0,0.0,1125800.0,6.0,8.0,202406298469906519840702814148825443,6.0,Autorizada,,Liberada sin TAZ,Prestamos,Autorizada,1,1-39-5783-481,1.0,1,39,5783,481,PROPIOS,0,184,Consumo,Conectividad,TELEFONIA,Amarillo,R2,2024012908513885139237021,2026.02,711552,07JAN2026:00:00:00,1700.0,0,0,0,0,0,0,,,202602.0,202602,,Digital,2025.42,1,2026.02,83,83,0
49124360,2024033172697969198701232219227629881,39,1,1,3382,59060,15,5,,3,560,Prestamos Personales,VERDE,3,08JAN2026:00:00:00,165,08JAN2026,,,,,2026.02,PRESTAMOS,1.0,1.0,0.0,1185162.0,39.0,8.0,20240331726979691987012322192276298,1.0,Autorizada,,Liberada sin TAZ,Prestamos,Autorizada,1,1-1-3382-59060,1.0,1,1,3382,59060,PROPIOS,0,184,Consumo,Conectividad,TELEFONIA,Amarillo,R1,20240429162635162636159650,2026.02,753040,10JAN2026:00:00:00,15897.0,0,0,0,0,0,0,,,202602.0,202602,,Digital,2026.02,1,2026.02,2,2,0
49023317,20250225688577691993021961649150980782,1,1,1,6680,72692,14,5,,3,505,Italika,ROJO,1,31DEC2025:00:00:00,2132,31DEC2025,,,,,2026.01,ITALIKA,1.0,1.0,0.0,1105301.0,39.0,8.0,202502256885776919930219616491509807,1.0,Autorizada,,Liberada sin TAZ,Italika,Autorizada,1,1-1-6680-72692,1.0,1,1,6680,72692,PROPIOS,0,184,Consumo,Conectividad,TELEFONIA,NA,,,2026.01,552040,02JAN2026:00:00:00,2500.0,0,0,0,0,0,0,0.0,,202601.0,202601,,Fisico,2026.01,1,2026.01,2,2,1
48997543,20251229676583791955012941850222354681,1,1,1,2105,196687,15,3,,3,654,Prestamos Personales,VERDE,1,29DEC2025:00:00:00,2105,29DEC2025,,,,,2026.01,PRESTAMOS,1.0,1.0,1.0,,1.0,238.0,202512296765837919550129418502223546,1.0,Autorizada,,Autorizada sin liberar,Prestamos,Autorizada,1,1-1-2105-196687,1.0,1,1,2105,196687,PROPIOS,1,4,Efectivo,Efectivo,CRED EFEC,Amarillo,R2,20190629131058131058751716,2026.01,700043450,29DEC2025:00:00:00,8000.0,0,0,0,0,0,0,0.0,,202601.0,202601,,Fisico,2026.01,1,2026.01,0,0,0
49099833,20260106667968821986120441150300460281,1,1,1,9305,3019908,14,2,,2,589,Italika,VERDE,2,06JAN2026:00:00:00,915,06JAN2026,,,,,2026.02,ITALIKA,1.0,1.0,1.0,,1.0,238.0,202601066679688219861204411503004602,1.0,Autorizada,,Autorizada sin liberar,Italika,Autorizada,1,1-1-9305-3019908,1.0,1,1,9305,3019908,PROPIOS,0,34,Consumo,Movilidad,ITALIKA,NA,,,2026.02,10071,06JAN2026:00:00:00,24999.0,0,0,0,0,0,0,,,202602.0,202602,,Fisico,2026.02,1,2026.02,0,0,1
49129399,20260108906577651989040521813689256681,1,1,1,1452,32153,15,3,,3,582,Telefonia y Computo,VERDE,2,08JAN2026:00:00:00,3131,08JAN2026,,,,,2026.02,TELEFONIA,1.0,1.0,1.0,,1.0,238.0,202601089065776519890405218136892566,1.0,Autorizada,,Autorizada sin liberar,Telefonia,Autorizada,1,1-1-1452-32153,1.0,1,1,1452,32153,PROPIOS,0,184,Consumo,Conectividad,TELEFONIA,NA,,,2026.02,98118,08JAN2026:00:00:00,20540.0,0,0,0,0,0,0,,,202602.0,202602,,Fisico,2026.02,1,2026.02,0,0,0
